sample_id,defense,defense_params,threshold,similarity_after_attack,sim_adv_target,sim_adv_source,accepted_after_attack,accepted_after_defense,attack_success_after_defense,defense_success
vf_1580f37c8bca,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6045866012573242,0.34734797,0.97581047,True,False,False,True
vf_5192e29fd3b4,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5203720927238464,-0.05608413,0.9615196,True,False,False,True
vf_256d41087135,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.4979594945907593,0.14737026,0.96009743,True,False,False,True
vf_75286422bc69,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6968218684196472,0.04135576,0.97066456,True,False,False,True
vf_d0571873a360,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6717525124549866,0.22685073,0.94296026,True,False,False,True
vf_d131f35b4897,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6315828561782837,0.26350608,0.97688758,True,False,False,True
vf_527d834a90c9,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5881280303001404,0.33576778,0.9445101,True,False,False,True
vf_b5a935500105,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5978468060493469,0.18385099,0.97401035,True,False,False,True
vf_de0f6061f493,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5575147867202759,0.4391008,0.95495188,True,False,False,True
vf_6663921a6626,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5548455715179443,-0.20659849,0.96843165,True,False,False,True
vf_41c6973c03e0,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5112009644508362,0.2671704,0.97399199,True,False,False,True
vf_9acfe905916e,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5474027395248413,0.05644657,0.95428425,True,False,False,True
vf_2f6130d35090,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6281880140304565,0.12039377,0.95613849,True,False,False,True
vf_03b510d57c63,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7228025197982788,0.13156816,0.95225793,True,False,False,True
vf_46e08db5e071,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5473970770835876,0.03159706,0.91831219,True,False,False,True
vf_f26efc3bb6c7,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6033846139907837,-0.02111626,0.97686791,True,False,False,True
vf_e671675ac227,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5276951789855957,0.09312753,0.98198599,True,False,False,True
vf_97fa354afcb4,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6212295293807983,0.16153696,0.96001488,True,False,False,True
vf_bc1ed0750229,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5381286144256592,-0.12989083,0.96572268,True,False,False,True
vf_e275ab08155c,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5765583515167236,0.23766539,0.95145553,True,False,False,True
vf_68193fc82496,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5850425958633423,-0.01279155,0.96678948,True,False,False,True
vf_fd2dc09a4922,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5367310047149658,-0.11316412,0.95750302,True,False,False,True
vf_5ceb016afb70,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5431194305419922,0.09923181,0.96786791,True,False,False,True
vf_1fe2e3fe83ec,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6953363418579102,0.15173014,0.95870072,True,False,False,True
vf_72324ad0e227,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5315321087837219,0.10512204,0.96335459,True,False,False,True
vf_3f32d29a8cee,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5242310166358948,0.20969245,0.97378296,True,False,False,True
vf_07ec11b48deb,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5254927277565002,0.04297371,0.95173019,True,False,False,True
vf_e612aaf13640,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5197681784629822,0.10022692,0.94052315,True,False,False,True
vf_41614476c16e,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5305885076522827,0.00895946,0.98262024,True,False,False,True
vf_9d4939f90db1,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7801750898361206,0.29713309,0.95787328,True,False,False,True
vf_3bb8e110c38d,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.4957871437072754,-0.29797372,0.95292532,True,False,False,True
vf_67de95f8645a,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5715668201446533,0.2808722,0.96874946,True,False,False,True
vf_7678ec274d7c,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6904005408287048,0.01660554,0.95588851,True,False,False,True
vf_77929c8ec426,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7068272829055786,0.15234274,0.92155915,True,False,False,True
vf_2e9c27c13851,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5773645639419556,0.07724947,0.91837293,True,False,False,True
vf_5a94edcabb77,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.9223681688308716,0.26895267,0.94924378,True,False,False,True
vf_52d06780daa5,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6538065671920776,0.14432992,0.94404548,True,False,False,True
vf_a68bec247b5f,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6069015860557556,0.28931516,0.92088819,True,False,False,True
vf_b2db9c409315,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.681786060333252,0.27438101,0.92047268,True,False,False,True
vf_d4a4986c9b43,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5731400847434998,0.10144892,0.92450595,True,False,False,True
vf_48af2e6e91f3,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6971893310546875,0.28372204,0.94618058,True,False,False,True
vf_1a4a35393e20,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.734663724899292,0.19947781,0.92711329,True,False,False,True
vf_69175dbfa8d3,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.732471227645874,0.1382091,0.94524026,True,False,False,True
vf_c81119d6f007,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.668991208076477,0.12883979,0.93027794,True,False,False,True
vf_498718c6771b,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6652241945266724,0.1873139,0.9152897,True,False,False,True
vf_e107de7de7da,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6882144212722778,0.02476066,0.92200071,True,False,False,True
vf_a23252c49cc4,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6371374130249023,0.12255719,0.89597887,True,False,False,True
vf_2c466f39d332,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6453473567962646,0.24400426,0.94655383,True,False,False,True
vf_f57c19c5dea3,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.592670202255249,0.32542494,0.87392163,True,False,False,True
vf_a8e2b921c5b6,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5070960521697998,0.17193753,0.92888314,True,False,False,True
vf_13a12934ff67,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5235916376113892,-0.00154616,0.93542773,True,False,False,True
vf_5820ea90f485,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.4948583245277405,0.18446343,0.86012602,True,False,False,True
vf_2930b537e255,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6698418855667114,-0.00782357,0.92058867,True,False,False,True
vf_eb469b686ce7,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5754542946815491,0.007232,0.97116446,True,False,False,True
vf_02078c82c5db,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7969239950180054,0.36507308,0.92019475,True,False,False,True
vf_81ae781b218a,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.538341224193573,0.1395423,0.93946058,True,False,False,True
vf_c3984b058a86,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.48104098439216614,0.23179497,0.93326998,True,False,False,True
vf_3f651fc8ba9f,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.781527042388916,0.49211627,0.96613461,True,True,True,False
vf_5e27ff52cbc6,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7390303611755371,0.34097481,0.94495106,True,False,False,True
vf_9ace921f0225,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.671602189540863,-0.03083453,0.94599783,True,False,False,True
vf_30e8c64b814c,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7080631852149963,0.22086392,0.90598124,True,False,False,True
vf_32404cabc23c,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8223860263824463,0.05298223,0.95710206,True,False,False,True
vf_53d46e8db10e,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5722769498825073,-0.09653595,0.93821633,True,False,False,True
vf_d694167e9725,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5307972431182861,0.2375772,0.89022648,True,False,False,True
vf_07cf156bd5b2,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8323450088500977,0.3407754,0.84353685,True,False,False,True
vf_88daab4b79fc,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5202803015708923,0.09976385,0.87231982,True,False,False,True
vf_3c0c901eb282,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7841739058494568,0.2902689,0.96178323,True,False,False,True
vf_27aca419b7af,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7691866159439087,0.40154231,0.87432241,True,False,False,True
vf_a282ca20f9db,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6567362546920776,0.13118802,0.94430065,True,False,False,True
vf_5161d764390e,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.48839738965034485,0.16783044,0.96635067,True,False,False,True
vf_b7984d7baebe,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7165427803993225,0.20705894,0.93652594,True,False,False,True
vf_517bc045f993,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.640665590763092,0.23059574,0.9581942,True,False,False,True
vf_7115de04e344,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7293652296066284,0.48258498,0.92678899,True,True,True,False
vf_11499d8bd2f2,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.513885498046875,0.05289406,0.90132505,True,False,False,True
vf_0c740ed362fa,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7313615679740906,-0.1497644,0.93108505,True,False,False,True
vf_da425b64a666,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6352026462554932,-0.1178512,0.88440406,True,False,False,True
vf_7234807594c7,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.652213454246521,0.29549304,0.96063554,True,False,False,True
vf_5e55848a9327,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7074517607688904,0.09940073,0.90797138,True,False,False,True
vf_bc6f07cdfb64,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.814128577709198,0.18910393,0.90808809,True,False,False,True
vf_c881dcaacc5c,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8592336177825928,0.15716268,0.91157693,True,False,False,True
vf_7067569a1052,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7054764628410339,0.09365916,0.79904068,True,False,False,True
vf_6f5a7ccd035b,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.559013843536377,0.06735976,0.91369814,True,False,False,True
vf_69347058fea9,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7419633269309998,0.00227455,0.9497543,True,False,False,True
vf_7adbcba2f659,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6925289630889893,0.12507311,0.95924842,True,False,False,True
vf_813b582996b0,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8046053647994995,0.22790846,0.920479,True,False,False,True
vf_6b0e24ee0c42,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6895993947982788,-0.0938298,0.93234509,True,False,False,True
vf_2b633530dc06,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7715429067611694,0.24044818,0.91243774,True,False,False,True
vf_5f9215622b13,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6169680953025818,0.29983175,0.97235775,True,False,False,True
vf_b17c86a3ea19,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6151353120803833,0.38264132,0.94329309,True,False,False,True
vf_f1d0486172a0,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7650293111801147,-0.00891548,0.92870396,True,False,False,True
vf_5fefae7baf11,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6518185138702393,-0.09209318,0.93666494,True,False,False,True
vf_6929e956eb55,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5045754909515381,-0.00924952,0.91156912,True,False,False,True
vf_d6bbc36eb3a1,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7196261882781982,0.1306387,0.92999172,True,False,False,True
vf_e57b102395f1,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6455390453338623,0.54123199,0.95725417,True,True,True,False
vf_6de98ee3f79f,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5572605133056641,-0.15702438,0.89472097,True,False,False,True
vf_2322685d98ee,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.55356764793396,0.30632913,0.89403522,True,False,False,True
vf_706e2b75254c,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8522152304649353,0.18696235,0.89194185,True,False,False,True
vf_27cbdaa2d10a,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5532379150390625,0.46233758,0.91444802,True,False,False,True
vf_34c04a49a43f,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7278584241867065,0.10848874,0.92272711,True,False,False,True
vf_8fd0ba6d5a59,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6424180269241333,0.24934547,0.94143224,True,False,False,True
vf_6a63f157f962,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7150100469589233,0.08172741,0.88703865,True,False,False,True
vf_fc3d91e52d0c,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7103397846221924,0.14290382,0.91543031,True,False,False,True
vf_c5ad29a93239,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5972987413406372,-0.03046697,0.94802624,True,False,False,True
vf_fb9fc409e7cd,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6128577589988708,0.13414106,0.90897077,True,False,False,True
vf_6be53278bc7b,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5586450099945068,0.17073011,0.9474535,True,False,False,True
vf_0e5d5858de2b,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5872421264648438,0.22052018,0.91086656,True,False,False,True
vf_93abc506fb23,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7027390003204346,0.04170964,0.94982314,True,False,False,True
vf_fac2e7818510,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.91066575050354,0.3677291,0.91105384,True,False,False,True
vf_13d5d3fae321,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6704524159431458,-0.2285552,0.90231395,True,False,False,True
vf_34d3aacf6835,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7876735925674438,0.31037763,0.92851543,True,False,False,True
vf_7dba6446a3fd,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6014293432235718,0.24098076,0.78586125,True,False,False,True
vf_87b25b3220a2,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6437032222747803,0.19759887,0.95290637,True,False,False,True
vf_be41f89ac067,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7556528449058533,0.02059584,0.94186878,True,False,False,True
vf_2b57f4beca06,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7533535361289978,0.15393507,0.90671176,True,False,False,True
vf_a60b00595fd9,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6669520735740662,0.08059794,0.90194893,True,False,False,True
vf_0591f2a2c339,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.9590348601341248,0.26163149,0.951998,True,False,False,True
vf_d6917f1f0a42,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6980025768280029,0.1263067,0.94146794,True,False,False,True
vf_959f46c9c7af,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.68604576587677,0.30769539,0.89987618,True,False,False,True
vf_26e61d74d27f,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7338758707046509,0.28864205,0.90502071,True,False,False,True
vf_42a4f8a1f5fe,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6252254843711853,0.12295994,0.91177917,True,False,False,True
vf_c241d9ece98e,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7651340961456299,0.31985527,0.94199026,True,False,False,True
vf_58246b8715b4,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7879781723022461,0.20804693,0.92255914,True,False,False,True
vf_47f2fcecb685,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8013876080513,0.11899637,0.94260538,True,False,False,True
vf_5763c567fa7f,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7382447719573975,0.10373615,0.92883801,True,False,False,True
vf_53041ab01867,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7296029925346375,0.23253343,0.89146292,True,False,False,True
vf_79a6a001672e,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.761002779006958,0.02534219,0.91315532,True,False,False,True
vf_5ac12474b323,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7243698835372925,0.13960412,0.90000427,True,False,False,True
vf_6ebbe2b8ba39,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7213709354400635,0.24877183,0.94765586,True,False,False,True
vf_41d07a4257d6,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6702730655670166,0.34770745,0.84492457,True,False,False,True
vf_d8af3b18e907,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.587486982345581,0.21246579,0.92884707,True,False,False,True
vf_d4a4df257b90,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5721921920776367,-0.02115729,0.92053533,True,False,False,True
vf_922f98628366,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5659294724464417,0.14969261,0.853917,True,False,False,True
vf_45c024f9f2db,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7284802794456482,-0.03451316,0.92536932,True,False,False,True
vf_b67eae4dddb8,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6712652444839478,0.01405774,0.96892244,True,False,False,True
vf_f4ee66182b4f,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8452789783477783,0.37086046,0.91823989,True,False,False,True
vf_54c2d66704ac,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6080592274665833,0.12996987,0.94755417,True,False,False,True
vf_4e7e4e82c77e,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6045341491699219,0.19975214,0.94221038,True,False,False,True
vf_d10f9693dc4f,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8483471274375916,0.4759841,0.96902418,True,False,False,True
vf_55533266ecd5,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7865967750549316,0.33095545,0.94265872,True,False,False,True
vf_5cd9fd7e47e8,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.71491938829422,-0.01703115,0.93834412,True,False,False,True
vf_ec206adff666,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8125053644180298,0.22384283,0.90215898,True,False,False,True
